date,open,high,low,close,volume,dividends,stock_splits
2023-08-01 00:00:00+05:30,24.24,26.38,23.63,26.25,4108445,0.0,0.0
2023-08-02 00:00:00+05:30,26.31,26.76,24.8,24.96,2235305,0.0,0.0
2023-08-03 00:00:00+05:30,25.0,26.5,23.52,24.3,8601898,0.0,0.0
2023-08-04 00:00:00+05:30,24.3,25.47,24.3,25.2,2426529,0.0,0.0
2023-08-07 00:00:00+05:30,25.2,28.2,25.2,26.1,15138032,0.0,0.0
2023-08-08 00:00:00+05:30,26.5,26.5,24.9,25.02,3598626,0.0,0.0
2023-08-09 00:00:00+05:30,25.0,27.47,24.95,26.99,5968055,0.0,0.0
2023-08-10 00:00:00+05:30,27.3,27.97,27.1,27.28,2632665,0.0,0.0
2023-08-11 00:00:00+05:30,27.58,27.9,24.95,25.3,3186252,0.0,0.0
2023-08-14 00:00:00+05:30,25.55,26.6,25.5,26.07,2903423,0.0,0.0
2023-08-16 00:00:00+05:30,26.1,26.59,25.25,25.96,2003907,0.0,0.0
2023-08-17 00:00:00+05:30,26.3,26.6,25.75,26.0,3938682,0.0,0.0
2023-08-18 00:00:00+05:30,26.47,27.4,26.11,26.72,4147837,0.0,0.0
2023-08-21 00:00:00+05:30,26.7,26.8,25.15,25.91,2070626,0.0,0.0
2023-08-22 00:00:00+05:30,26.3,26.3,25.0,25.06,3935884,0.0,0.0
2023-08-23 00:00:00+05:30,25.33,25.33,20.05,23.85,7671814,0.0,0.0
2023-08-24 00:00:00+05:30,24.35,25.8,23.0,23.87,4657387,0.0,0.0
2023-08-25 00:00:00+05:30,24.25,25.35,23.86,25.27,8415192,0.0,0.0
2023-08-28 00:00:00+05:30,25.48,25.48,24.15,24.62,2158701,0.0,0.0
2023-08-29 00:00:00+05:30,24.97,25.45,23.55,25.0,3022905,0.0,0.0
2023-08-30 00:00:00+05:30,25.25,25.33,24.61,24.8,3472431,0.0,0.0
