date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2020-01-01 00:00:00+05:30,149.552001953125,149.552001953125,149.552001953125,149.552001953125,0,0.0,0.0,0.0
2020-01-02 00:00:00+05:30,151.36529541015625,151.36529541015625,151.36529541015625,151.36529541015625,0,0.0,0.0,0.0
2020-01-03 00:00:00+05:30,151.24240112304688,151.24240112304688,151.24240112304688,151.24240112304688,0,0.0,0.0,0.0
2020-01-06 00:00:00+05:30,148.3354034423828,148.3354034423828,148.3354034423828,148.3354034423828,0,0.0,0.0,0.0
2020-01-07 00:00:00+05:30,149.30189514160156,149.30189514160156,149.30189514160156,149.30189514160156,0,0.0,0.0,0.0
2020-01-08 00:00:00+05:30,149.17080688476562,149.17080688476562,149.17080688476562,149.17080688476562,0,0.0,0.0,0.0
2020-01-09 00:00:00+05:30,151.2259979248047,151.2259979248047,151.2259979248047,151.2259979248047,0,0.0,0.0,0.0
2020-01-10 00:00:00+05:30,152.1575927734375,152.1575927734375,152.1575927734375,152.1575927734375,0,0.0,0.0,0.0
2020-01-13 00:00:00+05:30,153.26600646972656,153.26600646972656,153.26600646972656,153.26600646972656,0,0.0,0.0,0.0
2020-01-14 00:00:00+05:30,153.74830627441406,153.74830627441406,153.74830627441406,153.74830627441406,0,0.0,0.0,0.0
2020-01-15 00:00:00+05:30,154.09869384765625,154.09869384765625,154.09869384765625,154.09869384765625,0,0.0,0.0,0.0
2020-01-16 00:00:00+05:30,154.1707000732422,154.1707000732422,154.1707000732422,154.1707000732422,0,0.0,0.0,0.0
2020-01-17 00:00:00+05:30,154.72889709472656,154.72889709472656,154.72889709472656,154.72889709472656,0,0.0,0.0,0.0
2020-01-20 00:00:00+05:30,154.30520629882812,154.30520629882812,154.30520629882812,154.30520629882812,0,0.0,0.0,0.0
2020-01-21 00:00:00+05:30,153.6970977783203,153.6970977783203,153.6970977783203,153.6970977783203,0,0.0,0.0,0.0
2020-01-22 00:00:00+05:30,153.7510986328125,153.7510986328125,153.7510986328125,153.7510986328125,0,0.0,0.0,0.0
2020-01-23 00:00:00+05:30,155.0366973876953,155.0366973876953,155.0366973876953,155.0366973876953,0,0.0,0.0,0.0
2020-01-24 00:00:00+05:30,156.26390075683594,156.26390075683594,156.26390075683594,156.26390075683594,0,0.0,0.0,0.0
2020-01-27 00:00:00+05:30,155.539306640625,155.539306640625,155.539306640625,155.539306640625,0,0.0,0.0,0.0
2020-01-28 00:00:00+05:30,154.6278076171875,154.6278076171875,154.6278076171875,154.6278076171875,0,0.0,0.0,0.0
2020-01-29 00:00:00+05:30,155.31570434570312,155.31570434570312,155.31570434570312,155.31570434570312,0,0.0,0.0,0.0
2020-01-30 00:00:00+05:30,153.8256072998047,153.8256072998047,153.8256072998047,153.8256072998047,0,0.0,0.0,0.0
2020-01-31 00:00:00+05:30,152.85069274902344,152.85069274902344,152.85069274902344,152.85069274902344,0,0.0,0.0,0.0
2020-02-03 00:00:00+05:30,148.24400329589844,148.24400329589844,148.24400329589844,148.24400329589844,0,0.0,0.0,0.0
2020-02-04 00:00:00+05:30,151.34129333496094,151.34129333496094,151.34129333496094,151.34129333496094,0,0.0,0.0,0.0
2020-02-05 00:00:00+05:30,153.31199645996094,153.31199645996094,153.31199645996094,153.31199645996094,0,0.0,0.0,0.0
2020-02-06 00:00:00+05:30,153.9748992919922,153.9748992919922,153.9748992919922,153.9748992919922,0,0.0,0.0,0.0
2020-02-07 00:00:00+05:30,153.84869384765625,153.84869384765625,153.84869384765625,153.84869384765625,0,0.0,0.0,0.0
2020-02-10 00:00:00+05:30,152.57119750976562,152.57119750976562,152.57119750976562,152.57119750976562,0,0.0,0.0,0.0
2020-02-11 00:00:00+05:30,153.0760040283203,153.0760040283203,153.0760040283203,153.0760040283203,0,0.0,0.0,0.0
2020-02-12 00:00:00+05:30,153.37109375,153.37109375,153.37109375,153.37109375,0,0.0,0.0,0.0
2020-02-13 00:00:00+05:30,153.19009399414062,153.19009399414062,153.19009399414062,153.19009399414062,0,0.0,0.0,0.0
2020-02-14 00:00:00+05:30,152.47210693359375,152.47210693359375,152.47210693359375,152.47210693359375,0,0.0,0.0,0.0
2020-02-17 00:00:00+05:30,151.3867950439453,151.3867950439453,151.3867950439453,151.3867950439453,0,0.0,0.0,0.0
2020-02-18 00:00:00+05:30,150.8195037841797,150.8195037841797,150.8195037841797,150.8195037841797,0,0.0,0.0,0.0
2020-02-19 00:00:00+05:30,152.48480224609375,152.48480224609375,152.48480224609375,152.48480224609375,0,0.0,0.0,0.0
2020-02-20 00:00:00+05:30,152.71910095214844,152.71910095214844,152.71910095214844,152.71910095214844,0,0.0,0.0,0.0
2020-02-24 00:00:00+05:30,149.956298828125,149.956298828125,149.956298828125,149.956298828125,0,0.0,0.0,0.0
2020-02-25 00:00:00+05:30,149.47109985351562,149.47109985351562,149.47109985351562,149.47109985351562,0,0.0,0.0,0.0
2020-02-26 00:00:00+05:30,148.1855926513672,148.1855926513672,148.1855926513672,148.1855926513672,0,0.0,0.0,0.0
2020-02-27 00:00:00+05:30,147.56219482421875,147.56219482421875,147.56219482421875,147.56219482421875,0,0.0,0.0,0.0
2020-02-28 00:00:00+05:30,142.49899291992188,142.49899291992188,142.49899291992188,142.49899291992188,0,0.0,0.0,0.0
2020-03-02 00:00:00+05:30,140.89439392089844,140.89439392089844,140.89439392089844,140.89439392089844,0,0.0,0.0,0.0
2020-03-03 00:00:00+05:30,142.98739624023438,142.98739624023438,142.98739624023438,142.98739624023438,0,0.0,0.0,0.0
2020-03-04 00:00:00+05:30,142.023193359375,142.023193359375,142.023193359375,142.023193359375,0,0.0,0.0,0.0
2020-03-05 00:00:00+05:30,142.1977996826172,142.1977996826172,142.1977996826172,142.1977996826172,0,0.0,0.0,0.0
2020-03-06 00:00:00+05:30,139.31190490722656,139.31190490722656,139.31190490722656,139.31190490722656,0,0.0,0.0,0.0
2020-03-09 00:00:00+05:30,133.24009704589844,133.24009704589844,133.24009704589844,133.24009704589844,0,0.0,0.0,0.0
2020-03-11 00:00:00+05:30,132.55130004882812,132.55130004882812,132.55130004882812,132.55130004882812,0,0.0,0.0,0.0
2020-03-12 00:00:00+05:30,122.1990966796875,122.1990966796875,122.1990966796875,122.1990966796875,0,0.0,0.0,0.0
2020-03-13 00:00:00+05:30,126.66089630126953,126.66089630126953,126.66089630126953,126.66089630126953,0,0.0,0.0,0.0
2020-03-16 00:00:00+05:30,118.43720245361328,118.43720245361328,118.43720245361328,118.43720245361328,0,0.0,0.0,0.0
2020-03-17 00:00:00+05:30,115.34230041503906,115.34230041503906,115.34230041503906,115.34230041503906,0,0.0,0.0,0.0
2020-03-18 00:00:00+05:30,110.3644027709961,110.3644027709961,110.3644027709961,110.3644027709961,0,0.0,0.0,0.0
2020-03-19 00:00:00+05:30,107.70899963378906,107.70899963378906,107.70899963378906,107.70899963378906,0,0.0,0.0,0.0
2020-03-20 00:00:00+05:30,111.8102035522461,111.8102035522461,111.8102035522461,111.8102035522461,0,0.0,0.0,0.0
2020-03-23 00:00:00+05:30,98.60240173339844,98.60240173339844,98.60240173339844,98.60240173339844,0,0.0,0.0,0.0
2020-03-24 00:00:00+05:30,99.78170013427734,99.78170013427734,99.78170013427734,99.78170013427734,0,0.0,0.0,0.0
2020-03-25 00:00:00+05:30,104.26920318603516,104.26920318603516,104.26920318603516,104.26920318603516,0,0.0,0.0,0.0
2020-03-26 00:00:00+05:30,107.88349914550781,107.88349914550781,107.88349914550781,107.88349914550781,0,0.0,0.0,0.0
2020-03-27 00:00:00+05:30,107.85099792480469,107.85099792480469,107.85099792480469,107.85099792480469,0,0.0,0.0,0.0
2020-03-30 00:00:00+05:30,105.5198974609375,105.5198974609375,105.5198974609375,105.5198974609375,0,0.0,0.0,0.0
2020-03-31 00:00:00+05:30,109.40570068359375,109.40570068359375,109.40570068359375,109.40570068359375,0,0.0,0.0,0.0
2020-04-01 00:00:00+05:30,106.1698989868164,106.1698989868164,106.1698989868164,106.1698989868164,0,0.0,0.0,0.0
2020-04-03 00:00:00+05:30,105.3364028930664,105.3364028930664,105.3364028930664,105.3364028930664,0,0.0,0.0,0.0
2020-04-07 00:00:00+05:30,111.87429809570312,111.87429809570312,111.87429809570312,111.87429809570312,0,0.0,0.0,0.0
2020-04-08 00:00:00+05:30,112.41100311279297,112.41100311279297,112.41100311279297,112.41100311279297,0,0.0,0.0,0.0
2020-04-09 00:00:00+05:30,117.2698974609375,117.2698974609375,117.2698974609375,117.2698974609375,0,0.0,0.0,0.0
2020-04-13 00:00:00+05:30,117.01830291748047,117.01830291748047,117.01830291748047,117.01830291748047,0,0.0,0.0,0.0
2020-04-15 00:00:00+05:30,117.01000213623047,117.01000213623047,117.01000213623047,117.01000213623047,0,0.0,0.0,0.0
2020-04-16 00:00:00+05:30,118.32209777832031,118.32209777832031,118.32209777832031,118.32209777832031,0,0.0,0.0,0.0
2020-04-17 00:00:00+05:30,121.42269897460938,121.42269897460938,121.42269897460938,121.42269897460938,0,0.0,0.0,0.0
2020-04-20 00:00:00+05:30,121.16069793701172,121.16069793701172,121.16069793701172,121.16069793701172,0,0.0,0.0,0.0
