Date,Open,High,Low,Close,Adj Close,Volume
2019-01-16,729.900024,737.799988,728.500000,736.799988,635.926453,9658944
2019-01-17,735.799988,739.000000,729.099976,733.349976,632.948792,6903771
2019-01-18,730.000000,736.200012,726.299988,730.950012,630.877380,5902151
2019-01-21,738.200012,751.000000,734.000000,745.000000,643.003845,8129422
2019-01-22,741.250000,749.000000,734.000000,745.349976,643.305969,6723375
2019-01-23,742.349976,742.599976,729.200012,731.650024,631.481567,7212099
2019-01-24,728.099976,736.099976,721.000000,732.000000,635.256653,7429783
2019-01-25,728.000000,737.900024,724.250000,730.349976,633.824707,5543112
2019-01-28,731.000000,732.599976,719.000000,727.950012,631.741943,7944693
2019-01-29,725.500000,732.849976,716.500000,727.900024,631.698608,6760819
2019-01-30,727.900024,734.799988,721.099976,725.900024,629.962952,5763026
2019-01-31,726.000000,751.299988,726.000000,749.549988,650.487183,13825233
2019-02-01,751.349976,762.500000,744.500000,757.049988,656.996094,6276585
2019-02-04,757.000000,762.500000,749.200012,755.900024,655.997986,3945391
2019-02-05,747.000000,759.950012,747.000000,754.849976,655.086731,4694366
2019-02-06,755.549988,766.950012,754.349976,763.299988,662.419983,5880482
2019-02-07,763.049988,769.450012,761.000000,764.000000,663.027466,3961797
2019-02-08,760.000000,772.250000,754.900024,760.900024,660.337219,5915169
2019-02-11,766.900024,768.750000,759.000000,762.799988,661.985840,5500216
2019-02-12,760.349976,760.349976,741.000000,750.450012,651.268372,7310690
2019-02-14,751.000000,753.000000,737.250000,740.049988,642.242798,4610535
2019-02-15,742.299988,746.500000,732.599976,741.950012,643.891663,5586389
2019-02-18,742.349976,747.650024,736.000000,741.049988,643.110657,5346825
2019-02-19,739.099976,740.549988,721.299988,724.299988,628.574280,9401334
2019-02-20,727.000000,743.000000,726.049988,740.700012,642.807007,5210675
2019-02-21,738.000000,738.000000,727.099976,733.450012,636.515076,7202786
2019-02-22,732.500000,738.200012,728.000000,734.950012,637.816711,3750833
2019-02-25,735.549988,758.000000,735.549988,754.900024,655.130188,6547552
2019-02-26,748.599976,752.599976,740.150024,742.500000,644.368896,8319610
2019-02-27,745.000000,746.400024,732.750000,735.250000,638.077087,5936354
2019-02-28,738.700012,742.400024,732.299988,734.299988,637.252686,8559921
2019-03-01,735.500000,743.400024,735.500000,741.900024,643.848389,3998826
2019-03-05,740.500000,742.500000,730.250000,732.500000,635.690613,4826505
2019-03-06,736.099976,736.099976,727.000000,732.500000,635.690613,6076668
2019-03-07,734.000000,734.500000,720.549988,722.950012,627.402771,5951551
2019-03-08,722.950012,722.950012,710.650024,712.349976,618.203552,7193994
2019-03-11,713.299988,718.500000,709.400024,711.250000,617.249023,9932198
2019-03-12,709.000000,714.950012,705.599976,706.950012,613.517334,11997387
2019-03-13,710.000000,718.599976,706.299988,708.450012,614.819153,11348867
2019-03-14,714.000000,714.900024,706.200012,708.349976,614.732300,6415187
2019-03-15,712.000000,723.750000,709.599976,718.549988,623.584290,14638664
2019-03-18,721.549988,723.700012,705.349976,710.200012,616.337891,8065544
2019-03-19,712.799988,726.500000,707.400024,722.250000,626.795349,8917337
2019-03-20,727.250000,742.299988,727.150024,738.950012,641.288147,13471173
2019-03-22,745.000000,746.349976,732.299988,743.099976,644.889709,8883260
2019-03-25,742.400024,742.400024,730.549988,735.250000,638.077087,7644966
2019-03-26,735.250000,735.250000,719.099976,727.750000,631.568359,9406261
2019-03-27,730.000000,732.299988,727.150024,729.700012,633.260803,7387487
2019-03-28,730.000000,745.000000,730.000000,737.799988,640.290039,9277241
2019-04-01,742.000000,760.000000,742.000000,755.099976,655.303650,6584982
2019-04-02,759.000000,765.799988,754.599976,759.400024,659.035400,7283600
2019-04-03,756.000000,758.500000,746.799988,753.299988,653.741516,6897127
2019-04-04,751.400024,753.799988,745.099976,747.900024,649.055237,7688525
2019-04-05,750.900024,760.950012,748.000000,759.299988,658.948608,6276040
2019-04-08,763.049988,770.000000,755.400024,767.250000,665.847961,4919911
2019-04-09,770.000000,773.000000,758.200012,760.599976,660.076782,6730692
2019-04-10,764.000000,766.700012,751.299988,752.700012,653.220886,7031088
2019-04-11,751.750000,751.750000,740.049988,742.700012,644.542542,8200995
2019-04-12,743.099976,751.549988,740.599976,747.750000,648.925110,7043212
2019-04-15,724.700012,731.349976,712.599976,727.500000,631.351379,31574803
2019-04-16,727.900024,727.900024,714.099976,724.099976,628.400757,12524411
2019-04-18,722.500000,722.500000,712.750000,717.049988,622.282532,13801105
2019-04-22,717.049988,725.750000,715.000000,721.049988,625.753784,6455426
2019-04-23,723.900024,730.000000,718.400024,728.200012,631.958862,5516668
2019-04-24,728.200012,737.900024,724.000000,736.450012,639.118530,8285120
2019-04-25,736.450012,737.650024,727.049988,728.549988,632.262634,8005235
2019-04-26,731.000000,739.799988,729.000000,738.000000,640.463806,6895168
2019-04-30,738.000000,753.799988,738.000000,751.349976,652.049255,9920046
2019-05-02,747.000000,748.400024,729.500000,730.799988,634.215210,6351352
2019-05-03,722.900024,731.000000,718.200012,723.599976,627.966858,6348116
2019-05-06,715.000000,721.799988,710.650024,718.400024,623.454102,8858265
2019-05-07,720.400024,727.900024,718.700012,724.549988,628.791199,5747536
2019-05-08,721.000000,726.000000,716.500000,719.349976,624.278503,6247642
2019-05-09,719.150024,730.299988,715.799988,721.049988,625.753784,7396525
2019-05-10,720.799988,726.000000,715.000000,716.849976,622.108948,8352335
2019-05-13,716.549988,726.450012,712.099976,719.700012,624.582336,6808993
2019-05-14,716.500000,717.750000,703.599976,713.849976,619.505432,10513001
2019-05-15,714.900024,725.200012,712.599976,716.099976,621.458008,6668929
2019-05-16,720.000000,737.000000,719.099976,733.099976,636.211304,6468556
2019-05-17,733.150024,735.799988,720.099976,723.900024,628.227234,8155948
2019-05-20,719.700012,726.400024,706.000000,722.400024,626.925415,11213708
2019-05-21,722.650024,722.650024,707.700012,709.299988,615.556885,8645535
2019-05-22,710.000000,718.250000,707.000000,709.750000,615.947327,5795713
2019-05-23,715.000000,716.700012,697.450012,701.049988,608.397034,7233736
2019-05-24,703.799988,711.750000,700.450012,709.200012,615.470032,7016424
2019-05-27,707.400024,713.799988,705.500000,708.099976,614.515381,10247544
2019-05-28,712.000000,733.450012,709.799988,728.099976,631.872070,23860490
2019-05-29,725.500000,733.650024,723.650024,727.799988,631.611694,10293077
2019-05-30,727.000000,737.250000,722.549988,733.549988,636.601807,15089296
2019-05-31,736.500000,742.950012,733.200012,737.750000,640.246704,8290306
2019-06-03,729.799988,750.900024,729.000000,744.650024,646.234802,7744761
2019-06-04,737.250000,739.450012,733.150024,735.299988,638.120605,11733702
2019-06-06,736.500000,744.650024,733.650024,735.599976,638.380798,7563925
2019-06-07,735.849976,743.950012,735.849976,739.099976,641.418213,3218358
2019-06-10,740.099976,754.099976,740.099976,753.500000,653.915161,4435148
2019-06-11,755.000000,759.000000,750.500000,754.900024,655.130188,5733127
2019-06-12,756.950012,756.950012,745.000000,753.799988,654.175537,8738342
2019-06-13,740.000000,747.200012,740.000000,742.650024,653.603516,4808577
2019-06-14,743.849976,745.500000,738.250000,740.450012,651.667236,5556353
2019-06-17,743.000000,744.500000,737.799988,740.549988,651.755188,3085588
2019-06-18,740.200012,752.450012,740.200012,750.150024,660.204285,6202838
2019-06-19,752.500000,755.400024,748.599976,751.900024,661.744385,4596253
2019-06-20,737.799988,756.900024,735.900024,754.900024,664.384766,7148684
2019-06-21,755.000000,755.000000,747.150024,750.200012,660.248169,13200318
2019-06-24,751.900024,751.900024,742.650024,745.500000,656.111694,4758178
2019-06-25,744.000000,750.900024,737.299988,748.099976,658.399963,3677911
2019-06-26,743.000000,751.450012,738.000000,739.200012,650.567261,5447130
2019-06-27,742.000000,744.700012,728.150024,730.549988,642.954285,11122346
2019-06-28,735.500000,739.500000,728.500000,732.000000,644.230408,5919494
2019-07-01,735.000000,737.500000,729.849976,731.299988,643.614319,3224968
2019-07-02,734.000000,741.650024,730.099976,740.000000,651.271179,4837606
2019-07-03,741.000000,743.200012,730.000000,731.299988,643.614319,5958379
2019-07-04,729.000000,736.400024,728.599976,733.799988,645.814514,3274064
2019-07-05,735.000000,736.400024,713.500000,718.000000,631.909119,4926289
2019-07-08,716.450012,724.950012,712.299988,717.599976,631.557007,7177092
2019-07-09,718.000000,719.849976,709.049988,715.500000,629.708862,5022638
2019-07-10,709.000000,722.700012,706.500000,717.250000,631.248962,7573816
2019-07-11,719.450012,723.500000,709.599976,721.500000,634.989441,6252688
2019-07-12,722.500000,730.599976,719.599976,726.750000,639.610046,7874441
2019-07-15,763.000000,781.650024,754.200012,779.349976,685.902893,31064152
2019-07-16,777.000000,787.799988,776.000000,784.849976,690.743530,9924322
2019-07-17,783.900024,795.000000,776.750000,794.150024,698.928345,6754348
2019-07-18,789.049988,798.500000,786.200012,792.700012,697.652222,6534471
2019-07-19,788.700012,794.500000,781.250000,785.400024,691.227539,6812754
2019-07-22,785.950012,792.000000,782.049988,784.400024,690.347473,7107151
2019-07-23,787.000000,804.000000,785.549988,790.049988,695.320007,10782564
2019-07-24,788.000000,793.750000,783.599976,786.299988,692.019592,5745146
2019-07-25,788.250000,800.200012,787.650024,794.500000,699.236389,9773568
2019-07-26,792.299988,795.000000,782.200012,787.000000,692.635742,4941763
2019-07-29,789.500000,796.950012,786.200012,791.450012,696.552124,6244316
2019-07-30,791.900024,797.799988,788.549988,792.700012,697.652222,8673253
2019-07-31,790.849976,799.799988,781.599976,793.650024,698.488281,7350584
2019-08-01,786.450012,788.400024,764.400024,768.849976,676.661865,10066407
2019-08-02,765.049988,779.900024,762.250000,775.599976,682.602661,10838336
2019-08-05,772.599976,785.900024,768.650024,776.700012,683.570679,9976238
2019-08-06,778.799988,783.700012,769.799988,774.450012,681.590576,9331718
2019-08-07,778.900024,783.450012,772.349976,776.099976,683.042664,5130457
2019-08-08,782.700012,792.750000,781.250000,788.750000,694.175903,8009009
2019-08-09,792.000000,796.750000,784.799988,789.849976,695.143921,4362520
2019-08-13,784.150024,786.000000,760.150024,764.750000,673.053589,7517099
2019-08-14,775.099976,778.250000,768.000000,774.799988,681.898621,5940968
2019-08-16,780.000000,780.049988,762.500000,774.549988,681.678589,5128088
2019-08-19,775.599976,783.000000,773.349976,777.650024,684.406738,3881451
2019-08-20,785.200012,798.000000,783.849976,792.750000,697.696228,8435344
2019-08-21,793.000000,803.750000,793.000000,799.450012,703.592896,5926896
2019-08-22,799.900024,801.299988,792.349976,795.700012,700.292603,5222488
2019-08-23,796.450012,809.950012,795.799988,802.200012,706.013123,6895015
2019-08-26,795.900024,806.799988,786.900024,802.549988,706.321289,5412074
2019-08-27,791.000000,794.950012,781.099976,784.650024,690.567444,16061642
2019-08-28,787.400024,805.000000,786.299988,802.500000,706.277222,5881134
2019-08-29,795.500000,809.700012,795.500000,806.950012,710.193665,7830413
2019-08-30,810.000000,817.349976,802.000000,814.900024,717.190369,8174186
2019-09-03,815.000000,822.400024,812.049988,814.250000,716.618347,5647088
2019-09-04,810.750000,822.450012,810.250000,821.299988,722.822998,6199015
2019-09-05,830.099976,837.500000,826.650024,834.049988,734.044250,7926895
2019-09-06,843.299988,847.000000,835.049988,840.150024,739.412903,6106841
2019-09-09,836.799988,840.299988,827.549988,829.099976,729.687805,4377870
2019-09-11,822.299988,828.549988,814.150024,820.099976,721.766846,7981036
2019-09-12,816.400024,819.849976,810.849976,816.400024,718.510559,4400017
2019-09-13,818.099976,831.049988,817.500000,829.299988,729.863770,4832021
2019-09-16,832.049988,837.950012,820.549988,827.700012,728.455688,4846496
2019-09-17,831.500000,835.000000,820.549988,831.250000,731.579895,5540901
2019-09-18,829.900024,832.950012,824.000000,829.849976,730.347900,3199389
2019-09-19,824.849976,827.000000,815.200012,820.700012,722.294983,6601607
2019-09-20,822.900024,835.000000,802.000000,805.000000,708.477539,22462366
2019-09-23,806.900024,806.900024,741.900024,764.349976,672.701538,17279260
2019-09-24,765.000000,798.650024,765.000000,794.049988,698.840454,13717998
2019-09-25,787.700012,801.000000,781.650024,792.650024,697.608215,9313576
2019-09-26,787.750000,797.000000,778.099976,782.549988,688.719299,18442824
2019-09-27,787.049988,794.250000,780.099976,782.200012,688.411255,5087642
2019-09-30,785.099976,808.000000,784.150024,805.650024,709.049622,8178091
2019-10-01,807.000000,807.549988,791.549988,793.549988,698.400330,5881438
2019-10-03,792.549988,797.849976,784.150024,785.599976,691.403564,5497672
2019-10-04,790.000000,797.599976,787.049988,793.450012,698.312439,8201713
2019-10-07,794.849976,802.000000,786.099976,789.549988,694.880005,3679845
2019-10-09,795.450012,795.900024,778.799988,783.650024,689.687439,6335025
2019-10-10,785.400024,794.700012,776.599976,783.049988,689.159424,10402917
2019-10-11,781.500000,823.799988,776.599976,814.799988,717.102417,20636344
2019-10-14,786.750000,797.000000,780.000000,786.099976,691.843567,15150858
2019-10-15,773.099976,775.950012,765.000000,768.299988,676.177917,13762133
2019-10-16,765.250000,775.950012,761.549988,771.450012,678.950256,10767032
2019-10-17,767.000000,770.549988,765.099976,769.500000,677.234070,9860495
2019-10-18,763.799988,773.799988,760.000000,767.849976,675.781860,10037200
2019-10-22,691.099976,691.099976,638.349976,643.549988,572.349060,90152532
2019-10-23,630.000000,656.650024,615.099976,650.599976,585.902344,60516887
2019-10-24,650.000000,653.200012,632.000000,635.349976,572.169006,25666433
2019-10-25,647.000000,652.500000,636.000000,637.450012,574.060120,16549337
2019-10-27,651.099976,652.500000,645.549988,648.849976,584.326416,2945281
2019-10-29,651.000000,653.750000,647.000000,650.650024,585.947571,16709764
2019-10-30,660.400024,671.400024,656.200012,660.599976,594.907959,22879467
2019-10-31,668.400024,695.450012,666.099976,685.599976,617.421936,27405901
2019-11-01,690.000000,694.000000,682.599976,687.900024,619.493225,9713519
2019-11-04,681.799988,732.500000,678.150024,709.000000,638.494995,29381982
2019-11-05,708.750000,708.750000,691.500000,696.099976,626.877808,12897805
2019-11-06,695.799988,721.500000,692.000000,712.299988,641.466858,21372589
2019-11-07,717.000000,724.349976,712.099976,720.099976,648.491150,13733737
2019-11-08,722.000000,724.250000,705.500000,708.150024,637.729553,8585630
2019-11-11,698.900024,707.200012,698.000000,704.400024,634.352417,6951494
2019-11-13,696.500000,700.000000,687.750000,691.349976,622.600098,9973690
2019-11-14,696.349976,709.799988,696.349976,705.299988,635.162964,10539902
2019-11-15,709.049988,712.950012,702.299988,703.900024,633.902222,7362623
2019-11-18,705.000000,710.000000,699.299988,705.200012,635.072754,7490916
2019-11-19,709.900024,714.000000,705.000000,712.849976,641.962036,6495885
2019-11-20,712.799988,715.000000,705.000000,713.000000,642.097229,6142171
2019-11-21,715.500000,721.450012,710.500000,713.250000,642.322327,9692973
2019-11-22,711.750000,712.000000,685.099976,693.200012,624.266113,14415826
2019-11-25,693.349976,705.150024,693.200012,698.099976,628.678894,7334511
2019-11-26,705.000000,707.250000,686.000000,690.599976,621.924683,27253106
2019-11-27,694.250000,697.650024,690.099976,695.750000,626.562622,3861635
2019-11-28,699.099976,703.349976,694.049988,701.849976,632.055908,4837683
2019-11-29,700.900024,702.299988,691.549988,696.349976,627.102905,4262379
2019-12-02,703.099976,704.000000,690.299988,692.700012,623.815796,9383736
2019-12-03,692.700012,699.700012,688.549988,698.349976,628.903992,5239013
2019-12-04,697.000000,710.500000,693.349976,708.849976,638.359924,7427886
2019-12-05,706.450012,715.900024,703.799988,714.849976,643.763123,4814422
2019-12-06,715.950012,720.000000,709.599976,715.099976,643.988342,5226096
2019-12-09,716.000000,722.349976,714.250000,717.250000,645.924500,6435865
2019-12-10,713.000000,718.500000,710.000000,714.549988,643.492981,4457939
2019-12-11,716.599976,722.700012,713.000000,721.049988,649.346558,6043554
2019-12-12,718.500000,720.700012,699.549988,702.099976,632.281006,11112042
2019-12-13,700.349976,712.900024,700.349976,711.299988,640.566284,10302412
2019-12-16,712.299988,720.200012,710.200012,714.000000,642.997803,5616324
2019-12-17,719.700012,731.250000,715.000000,729.700012,657.136536,10525565
2019-12-18,731.000000,737.299988,722.750000,732.450012,659.613037,12215295
2019-12-19,733.500000,735.950012,724.599976,730.849976,658.172058,7199210
2019-12-20,731.000000,735.000000,728.250000,731.549988,658.802490,7794167
2019-12-23,732.150024,737.299988,731.650024,736.000000,662.810120,4975608
2019-12-24,736.950012,736.950012,728.299988,733.400024,660.468567,2890759
2019-12-26,732.000000,734.549988,726.549988,728.950012,656.461182,3821806
2019-12-27,729.750000,737.500000,728.849976,736.950012,663.665588,3399094
2019-12-30,736.099976,737.950012,727.250000,732.900024,660.018311,5368416
2019-12-31,729.700012,737.750000,725.450012,731.150024,658.442383,6927885
2020-01-01,735.000000,740.000000,732.549988,736.849976,663.575562,2112415
2020-01-02,738.900024,740.799988,730.900024,734.700012,661.639282,5658200
2020-01-03,733.900024,748.000000,733.900024,746.000000,671.815613,7882938
2020-01-06,746.099976,753.799988,736.500000,738.849976,665.376587,6519403
2020-01-07,738.000000,742.599976,725.099976,727.900024,655.515503,7899363
2020-01-08,724.950012,729.000000,708.299988,718.200012,646.780151,8639443
2020-01-09,721.700012,731.500000,714.299988,727.549988,655.200256,13521186
2020-01-10,740.450012,742.900024,730.500000,738.150024,664.746216,9341405
2020-01-13,760.000000,777.500000,755.000000,773.549988,696.625977,36952038
2020-01-14,769.950012,776.950012,767.200012,775.650024,698.517151,11414418
2020-01-15,773.849976,773.849976,762.150024,767.549988,691.222595,6047430
2020-01-16,770.700012,772.500000,760.250000,767.000000,690.727295,5740586
2020-01-17,770.700012,772.900024,762.250000,767.849976,691.492737,3762957
2020-01-20,771.599976,774.400024,762.950012,768.450012,692.033081,3887680
2020-01-21,768.450012,770.500000,760.750000,762.500000,686.674683,4448374
2020-01-22,768.450012,778.000000,766.000000,770.200012,693.609070,9733935
2020-01-23,777.099976,785.500000,776.700012,784.349976,706.351929,12528017
2020-01-24,775.750000,786.500000,773.599976,782.750000,704.911011,7540490
2020-01-27,779.049988,784.799988,774.400024,778.099976,700.723450,3741610
2020-01-28,781.000000,781.799988,772.000000,778.000000,700.633362,5121009
2020-01-29,786.599976,792.799988,784.250000,789.700012,711.169983,6832757
2020-01-30,789.700012,789.700012,778.000000,780.700012,703.064941,3859680
2020-01-31,780.549988,784.950012,771.599976,775.950012,698.787292,6092028
2020-02-03,782.000000,790.950012,764.500000,767.400024,691.087463,6416745
2020-02-04,770.099976,789.900024,770.099976,787.849976,709.503845,5771311
2020-02-05,781.000000,786.000000,774.400024,784.549988,706.532043,6310409
2020-02-06,784.349976,786.799988,770.000000,771.349976,694.644714,7341622
2020-02-07,775.950012,778.849976,771.000000,777.299988,700.002991,2853344
2020-02-10,774.000000,778.000000,769.750000,773.200012,696.310608,3827682
2020-02-11,779.000000,779.099976,769.200012,773.549988,696.625977,4312817
2020-02-12,775.799988,783.250000,775.099976,781.049988,703.380066,2948825
2020-02-13,785.000000,794.000000,782.200012,792.250000,713.466248,4387430
2020-02-14,794.500000,799.200012,784.599976,786.450012,708.243103,5321680
2020-02-17,790.299988,793.450012,783.299988,789.450012,710.944885,2929629
2020-02-18,785.000000,799.049988,783.650024,797.650024,718.329285,5083346
2020-02-19,800.000000,804.849976,796.150024,800.450012,720.850891,3985192
2020-02-20,803.250000,806.099976,793.849976,797.000000,717.744080,4564569
2020-02-24,800.099976,811.599976,792.150024,795.849976,716.708374,6627536
2020-02-25,799.000000,806.000000,795.400024,798.400024,719.004761,6996695
2020-02-26,793.950012,801.450012,780.500000,782.750000,704.911011,8760569
2020-02-27,778.000000,780.750000,772.200012,777.849976,700.498352,5223386
2020-02-28,750.000000,756.799988,722.049988,731.700012,658.937500,14123957
2020-03-02,737.000000,765.900024,733.750000,741.049988,667.357849,9821523
2020-03-03,755.000000,759.000000,741.250000,747.000000,672.716187,7826587
2020-03-04,753.900024,761.500000,745.549988,758.750000,683.297729,11013444
2020-03-05,763.750000,773.549988,751.750000,754.599976,679.560425,7755293
2020-03-06,741.000000,744.000000,729.099976,738.950012,665.466675,9216022
2020-03-09,724.500000,725.849976,697.000000,704.450012,634.397461,10308654
2020-03-11,690.650024,695.950012,669.049988,686.000000,617.782166,16165009
2020-03-12,668.000000,670.000000,627.500000,631.200012,568.431580,13965574
2020-03-13,592.000000,667.000000,570.000000,642.349976,578.472778,16903113
2020-03-16,622.000000,622.150024,580.000000,583.150024,525.159912,19140152
2020-03-17,588.099976,592.000000,550.000000,554.950012,499.764130,16059887
2020-03-18,568.000000,578.000000,528.000000,534.299988,481.167633,15390183
2020-03-19,509.250000,558.000000,509.250000,545.549988,491.298920,16583991
2020-03-20,549.500000,617.450012,548.000000,585.200012,527.005981,21354894
2020-03-23,540.000000,560.950012,515.900024,526.450012,474.098236,17146150
2020-03-24,522.000000,601.150024,522.000000,589.799988,531.148560,20027097
2020-03-25,597.000000,635.000000,565.700012,606.200012,545.917725,18339548
2020-03-26,615.000000,650.849976,612.099976,643.000000,579.058167,14843813
2020-03-27,665.049988,674.900024,642.250000,652.700012,587.793640,13495283
2020-03-30,625.099976,663.500000,621.099976,626.700012,564.379150,14624804
2020-03-31,650.000000,662.000000,633.700012,641.500000,577.707336,15175521
2020-04-01,634.349976,637.500000,594.000000,602.799988,542.855896,13083824
2020-04-03,603.500000,606.000000,582.150024,585.700012,527.456299,10221655
2020-04-07,615.000000,644.250000,612.900024,639.000000,575.455933,15145605
2020-04-08,630.000000,655.650024,626.349976,631.599976,568.791809,11806896
2020-04-09,646.799988,652.799988,632.099976,636.250000,572.979492,11931114
2020-04-13,629.000000,651.700012,626.049988,637.400024,574.015137,8330276
2020-04-15,651.400024,653.299988,635.599976,639.049988,575.501038,11963447
2020-04-16,619.950012,634.900024,603.500000,623.849976,561.812439,17783287
2020-04-17,644.000000,646.000000,626.000000,628.750000,566.225281,8878320
2020-04-20,640.000000,661.000000,639.000000,653.299988,588.333923,13322913
2020-04-21,627.799988,646.500000,627.799988,633.200012,570.232727,11660575
2020-04-22,633.200012,645.000000,628.049988,641.849976,578.022461,8266728
2020-04-23,647.049988,683.650024,638.099976,679.299988,611.748413,14451289
2020-04-24,668.549988,675.000000,654.799988,658.000000,592.566589,7319940
2020-04-27,661.049988,681.000000,661.049988,664.599976,598.510193,7183306
2020-04-28,673.000000,677.000000,653.049988,660.700012,594.998108,7296571
2020-04-29,666.000000,682.000000,658.000000,676.549988,609.271851,8639056
2020-04-30,700.000000,720.000000,698.099976,715.500000,644.348633,16253821
2020-05-04,689.799988,701.200012,670.349976,673.700012,606.705261,9122740
2020-05-05,681.750000,685.599976,670.000000,673.700012,606.705261,6393053
2020-05-06,676.900024,681.450012,664.049988,665.900024,599.680908,7934250
2020-05-07,665.549988,674.349976,662.450012,664.950012,598.825439,4779548
2020-05-08,672.250000,680.900024,668.500000,674.200012,607.155640,8400321
2020-05-11,682.500000,698.549988,678.000000,682.900024,614.990479,7370186
2020-05-12,678.500000,691.000000,675.500000,687.650024,619.268127,7356039
2020-05-13,694.799988,699.900024,683.750000,694.150024,625.121765,8287101
2020-05-14,659.000000,671.750000,652.599976,658.150024,592.701721,16888262
2020-05-15,664.799988,664.799988,646.700012,652.299988,587.433350,9255353
2020-05-18,659.849976,670.549988,653.000000,663.900024,597.879883,10435442
2020-05-19,664.000000,674.799988,655.000000,668.599976,602.112488,5902208
2020-05-20,668.500000,673.000000,659.650024,669.549988,602.967957,5794636
2020-05-21,666.500000,679.450012,665.400024,672.200012,605.354492,7213225
2020-05-22,675.000000,695.849976,673.500000,692.349976,623.500610,11867731
2020-05-26,693.000000,699.450012,679.000000,680.549988,612.874084,7099606
2020-05-27,686.049988,709.200012,675.000000,705.450012,635.298035,8774636
2020-05-28,707.000000,710.000000,690.000000,707.400024,637.054077,9440091
2020-05-29,692.500000,700.799988,674.950012,691.000000,630.755615,28290128
2020-06-01,698.750000,706.650024,691.500000,699.549988,638.560242,12276438
2020-06-02,700.500000,711.650024,697.549988,708.099976,646.364807,7059304
