date,open,high,low,close,holding
2020-05-21,2982.36,3131.08,2967.31,3050.52,3135.9
2020-05-22,3041.61,3074.92,2983.21,3016.11,3135.9
2020-05-23,3041.61,3074.92,2983.21,3016.11,3135.9
2020-05-24,3041.61,3074.92,2983.21,3016.11,3135.9
2020-05-25,3041.61,3074.92,2983.21,3016.11,3135.9
2020-05-26,3074.92,3225.18,3025.06,3069.06,3135.9
2020-05-27,3131.52,3167.43,3046.52,3111.87,3135.9
2020-05-28,3135.78,3201.79,3081.57,3153.09,3135.9
2020-05-29,3108.78,3172.49,3070.12,3126.39,3135.9
2020-05-30,3108.78,3172.49,3070.12,3126.39,3135.9
2020-05-31,3108.78,3172.49,3070.12,3126.39,3135.9
2020-06-01,3162.3,3267.76,3145.39,3188.0,3135.9
2020-06-02,3196.36,3430.15,3188.95,3397.4,3135.9
2020-06-03,3493.82,3521.18,3388.4,3422.26,3135.9
2020-06-04,3450.26,3520.23,3347.3,3403.41,3135.9
2020-06-05,3474.17,3736.69,3438.61,3663.78,3135.9
2020-06-06,3474.17,3736.69,3438.61,3663.78,3135.9
2020-06-07,3474.17,3736.69,3438.61,3663.78,3135.9
2020-06-08,3766.7,3863.79,3669.75,3717.26,3135.9
2020-06-09,3752.03,3817.73,3590.08,3624.69,3135.9
2020-06-10,3618.99,3768.85,3554.17,3694.24,3135.9
2020-06-11,3668.03,3733.89,3533.2,3558.46,3135.9
2020-06-12,3331.96,3570.86,3290.26,3531.85,3135.9
2020-06-13,3331.96,3570.86,3290.26,3531.85,3135.9
2020-06-14,3331.96,3570.86,3290.26,3531.85,3135.9
2020-06-15,1976.0,1976.0,1889.17,1897.72,1470.4
2020-06-16,1926.03,1954.34,1737.17,1789.23,1470.4
2020-06-17,1756.17,1820.2,1733.37,1801.39,1470.4
2020-06-18,1793.79,1835.4,1777.83,1819.44,1470.4
2020-06-19,1822.1,1961.94,1805.19,1935.53,1470.4
2020-06-20,1822.1,1961.94,1805.19,1935.53,1470.4
2020-06-21,1822.1,1961.94,1805.19,1935.53,1470.4
2020-06-22,1932.68,1980.75,1907.22,1938.38,1470.4
2020-06-23,1944.84,2001.65,1924.13,1971.44,1470.4
2020-06-24,1987.4,2092.28,1967.64,1978.85,1470.4
2020-06-25,1960.99,2007.16,1919.38,1960.04,1470.4
2020-06-26,1990.25,2002.6,1894.87,1914.63,1470.4
2020-06-27,1990.25,2002.6,1894.87,1914.63,1470.4
2020-06-28,1990.25,2002.6,1894.87,1914.63,1470.4
2020-06-29,1914.63,1914.63,1851.36,1877.96,1470.4
2020-06-30,1921.28,1931.73,1837.3,1855.16,1470.4
2020-07-01,1869.41,1915.58,1854.21,1902.47,1470.4
2020-07-02,1902.47,1943.89,1895.82,1917.48,1470.4
2020-07-03,3475.48,3593.46,3449.98,3495.54,3030.4
2020-07-04,3475.48,3593.46,3449.98,3495.54,3030.4
2020-07-05,3475.48,3593.46,3449.98,3495.54,3030.4
2020-07-06,3547.9,3713.48,3530.9,3683.22,3030.4
2020-07-07,3710.08,3804.6,3650.92,3684.92,3030.4
2020-07-08,3699.88,3745.78,3521.04,3559.8,3030.4
2020-07-09,3591.76,3681.52,3536.0,3613.86,3030.4
2020-07-10,3605.36,3669.62,3561.5,3635.96,3030.4
2020-07-11,3605.36,3669.62,3561.5,3635.96,3030.4
2020-07-12,3605.36,3669.62,3561.5,3635.96,3030.4
2020-07-13,3678.12,3787.94,3610.46,3649.22,3030.4
2020-07-14,3612.16,3634.26,3517.64,3553.0,3030.4
2020-07-15,3608.76,3608.76,3463.58,3487.04,3030.4
2020-07-16,3512.54,3512.54,3399.32,3478.54,3030.4
2020-07-17,3502.34,3613.86,3490.44,3595.16,3030.4
2020-07-18,3502.34,3613.86,3490.44,3595.16,3030.4
2020-07-19,3502.34,3613.86,3490.44,3595.16,3030.4
2020-07-20,3593.46,3593.46,3509.14,3549.6,3030.4
2020-07-21,3581.9,3706.68,3564.9,3664.52,3030.4
2020-07-22,3666.22,3708.38,3522.74,3553.0,3030.4
2020-07-23,3563.2,3596.86,3537.7,3583.6,3030.4
2020-07-24,3537.7,3564.9,3470.38,3505.74,3030.4
2020-07-25,3537.7,3564.9,3470.38,3505.74,3030.4
2020-07-26,3537.7,3564.9,3470.38,3505.74,3030.4
2020-07-27,4744.24,4760.9,4652.78,4666.38,4260.4
2020-07-28,4566.78,4817.36,4556.58,4786.86,4260.4
2020-07-29,6532.12,6653.62,6366.8,6431.5,6000.4
2020-07-30,6904.76,6965.06,6716.08,6764.14,6397.9
2020-07-31,6802.54,6892.2,6703.98,6831.5,6397.9
2020-08-01,6802.54,6892.2,6703.98,6831.5,6397.9
2020-08-02,6802.54,6892.2,6703.98,6831.5,6397.9
2020-08-03,6784.74,7247.66,6734.14,7171.2,6397.9
2020-08-04,7211.3,7318.06,7079.58,7139.74,6397.9
2020-08-05,7172.74,7464.78,7114.44,7341.56,6397.9
2020-08-06,7458.42,7531.78,7369.56,7468.42,6397.9
2020-08-07,7537.42,7729.94,7377.72,7698.34,6397.9
2020-08-08,7537.42,7729.94,7377.72,7698.34,6397.9
2020-08-09,7537.42,7729.94,7377.72,7698.34,6397.9
2020-08-10,7803.44,8031.32,7742.24,7982.86,6397.9
2020-08-11,8111.42,8150.18,7963.5,8007.16,6397.9
2020-08-12,8073.3,8335.98,8056.54,8260.82,6397.9
2020-08-13,8418.68,8637.56,8109.22,8395.06,6397.9
2020-08-14,8405.96,8481.12,7968.96,8025.42,6397.9
2020-08-15,8405.96,8481.12,7968.96,8025.42,6397.9
2020-08-16,8405.96,8481.12,7968.96,8025.42,6397.9
2020-08-17,7977.72,8075.08,7759.54,7883.26,6397.9
2020-08-18,7863.72,8140.94,7792.76,8061.68,6397.9
2020-08-19,8209.98,8295.44,8084.92,8187.42,6397.9
2020-08-20,8117.26,8331.08,7948.3,8075.1,6397.9
2020-08-21,8208.12,8271.82,7955.94,8033.8,6397.9
2020-08-22,8208.12,8271.82,7955.94,8033.8,6397.9
2020-08-23,8208.12,8271.82,7955.94,8033.8,6397.9
2020-08-24,8059.5,8169.36,7889.3,7963.3,6397.9
2020-08-25,7979.7,8255.74,7872.7,8145.68,6397.9
2020-08-26,8288.16,8587.66,8154.84,8494.2,6397.9
2020-08-27,8583.66,8870.96,8512.76,8709.74,6397.9
2020-08-28,8779.04,9053.0,8622.12,8843.38,6397.9
2020-08-29,8779.04,9053.0,8622.12,8843.38,6397.9
2020-08-30,8779.04,9053.0,8622.12,8843.38,6397.9
2020-08-31,9014.34,9221.86,8480.8,8709.18,6397.9
2020-09-01,8762.14,8944.9,8340.12,8669.84,6397.9
2020-09-02,8749.54,9061.44,8531.72,8928.18,6397.9
2020-09-03,9017.04,9367.46,8900.12,9187.64,6397.9
2020-09-04,8886.76,9283.8,8824.96,8939.16,6397.9
2020-09-05,8886.76,9283.8,8824.96,8939.16,6397.9
2020-09-06,8886.76,9283.8,8824.96,8939.16,6397.9
2020-09-07,9102.98,9183.84,8904.46,8992.42,6397.9
2020-09-08,9008.12,9033.42,8593.42,8655.68,6397.9
2020-09-09,8531.22,8593.28,8251.14,8500.96,6397.9
2020-09-10,8629.78,8777.64,8430.1,8686.18,6397.9
2020-09-11,8739.68,8910.36,8640.72,8804.04,6397.9
2020-09-12,8739.68,8910.36,8640.72,8804.04,6397.9
2020-09-13,8739.68,8910.36,8640.72,8804.04,6397.9
2020-09-14,8978.96,9198.08,8827.6,9002.82,6397.9
2020-09-15,9077.62,9120.62,8880.4,8973.02,6397.9
2020-09-16,9012.72,9198.5,8889.02,9022.24,6397.9
2020-09-17,8946.08,9002.28,8710.0,8844.16,6397.9
2020-09-18,8878.72,9000.08,8734.6,8818.76,6397.9
2020-09-19,8878.72,9000.08,8734.6,8818.76,6397.9
2020-09-20,8878.72,9000.08,8734.6,8818.76,6397.9
2020-09-21,8812.46,8831.66,8195.04,8282.7,6397.9
2020-09-22,8293.4,8307.0,7843.7,8055.72,6397.9
2020-09-23,8162.04,8231.84,7718.94,7897.16,6397.9
2020-09-24,7727.44,7804.4,7439.0,7532.26,6397.9
2020-09-25,7593.56,7938.94,7531.56,7855.34,6397.9
2020-09-26,7593.56,7938.94,7531.56,7855.34,6397.9
2020-09-27,7593.56,7938.94,7531.56,7855.34,6397.9
2020-09-28,7977.7,8237.88,7854.04,8109.72,6397.9
2020-09-29,8171.98,8231.04,7901.76,7972.16,6397.9
2020-09-30,7971.86,8089.08,7829.6,7963.12,6397.9
2020-10-01,8034.24,8133.14,7881.82,7955.52,6397.9
2020-10-02,8034.24,8133.14,7881.82,7955.52,6397.9
2020-10-03,8034.24,8133.14,7881.82,7955.52,6397.9
2020-10-04,8034.24,8133.14,7881.82,7955.52,6397.9
2020-10-05,8105.7,8184.8,7886.72,7967.48,6397.9
2020-10-06,8117.4,8403.9,7985.34,8314.34,6397.9
2020-10-07,8297.34,8315.04,8075.96,8130.12,6397.9
2020-10-08,8208.88,8302.24,8075.36,8150.42,6397.9
2020-10-09,8162.42,8274.88,8024.6,8101.6,6397.9
2020-10-10,8162.42,8274.88,8024.6,8101.6,6397.9
2020-10-11,8162.42,8274.88,8024.6,8101.6,6397.9
2020-10-12,8167.96,8203.36,7851.22,7965.84,6397.9
2020-10-13,7929.34,8030.3,7795.22,7869.88,6397.9
2020-10-14,7852.48,7909.98,7633.8,7745.66,6397.9
2020-10-15,7768.06,7876.98,7505.28,7540.78,6397.9
2020-10-16,7611.1,7688.4,7472.28,7563.94,6397.9
2020-10-17,7611.1,7688.4,7472.28,7563.94,6397.9
2020-10-18,7611.1,7688.4,7472.28,7563.94,6397.9
2020-10-19,7675.2,7737.46,7560.84,7625.54,6397.9
2020-10-20,7615.74,7774.7,7512.48,7708.2,6397.9
2020-10-21,7778.46,7889.22,7599.24,7724.9,6397.9
2020-10-22,7691.7,7905.48,7603.54,7818.22,6397.9
2020-10-23,7885.18,8123.66,7827.28,8042.4,6397.9
2020-10-24,7885.18,8123.66,7827.28,8042.4,6397.9
2020-10-25,7885.18,8123.66,7827.28,8042.4,6397.9
2020-10-26,8191.7,8299.72,7775.76,7914.98,6397.9
2020-10-27,7908.28,8007.34,7706.76,7903.34,6397.9
2020-10-28,8012.06,8186.08,7756.52,7815.08,6397.9
2020-10-29,7680.86,7747.52,7546.1,7663.56,6397.9
2020-10-30,7695.62,7840.38,7567.0,7720.92,6397.9
2020-10-31,7695.62,7840.38,7567.0,7720.92,6397.9
2020-11-01,7695.62,7840.38,7567.0,7720.92,6397.9
2020-11-02,7775.48,7839.08,7614.06,7739.42,6397.9
2020-11-03,7834.18,7923.8,7727.12,7763.38,6397.9
2020-11-04,7821.04,7891.5,7714.18,7803.84,6397.9
2020-11-05,7855.1,7931.5,7802.24,7884.7,6397.9
2020-11-06,7882.4,8094.88,7859.7,7938.46,6397.9
2020-11-07,7882.4,8094.88,7859.7,7938.46,6397.9
2020-11-08,7882.4,8094.88,7859.7,7938.46,6397.9
2020-11-09,8016.22,8160.12,7920.26,8127.72,6397.9
2020-11-10,8325.64,8444.36,8262.88,8404.7,6397.9
2020-11-11,8521.4,8714.94,8458.2,8652.58,6397.9
2020-11-12,8735.08,8853.9,8524.08,8690.08,6397.9
2020-11-13,8635.78,8761.68,8407.4,8581.6,6397.9
2020-11-14,8730.22,8837.28,8636.86,8696.92,6397.9
2020-11-15,8730.22,8837.28,8636.86,8696.92,6397.9
2020-11-16,8730.22,8837.28,8636.86,8696.92,6397.9
2020-11-17,8835.34,9154.48,8781.94,9042.18,6397.9
2020-11-18,9062.58,9833.0,9009.68,9595.12,6397.9
2020-11-19,9498.06,9719.34,9220.68,9319.14,6397.9
2020-11-20,9417.2,9569.56,9220.32,9453.54,6397.9
2020-11-21,9417.2,9569.56,9220.32,9453.54,6397.9
2020-11-22,9417.2,9569.56,9220.32,9453.54,6397.9
2020-11-23,9503.5,9716.92,9294.02,9539.3,6397.9
2020-11-24,9599.76,9771.88,9520.36,9606.76,6397.9
2020-11-25,9724.58,9844.74,9377.24,9492.66,6397.9
2020-11-26,9499.26,9672.98,9414.16,9600.62,6397.9
2020-11-27,9652.08,10117.14,9602.38,9943.36,6397.9
2020-11-28,9652.08,10117.14,9602.38,9943.36,6397.9
2020-11-29,9652.08,10117.14,9602.38,9943.36,6397.9
2020-11-30,9652.08,10117.14,9602.38,9943.36,6397.9
2020-12-01,10128.58,10190.08,9901.2,10070.46,6397.9
2020-12-02,10258.44,10433.26,9992.22,10186.78,6397.9
2020-12-03,10282.74,10391.0,10143.58,10285.54,6397.9
2020-12-04,10373.2,10470.62,10085.12,10228.54,6397.9
2020-12-05,10373.2,10470.62,10085.12,10228.54,6397.9
2020-12-06,10373.2,10470.62,10085.12,10228.54,6397.9
2020-12-07,10285.74,10409.7,10180.88,10260.68,6397.9
2020-12-08,10352.64,10736.4,10140.3,10569.42,6397.9
2020-12-09,10801.78,11070.1,10628.42,10841.48,6397.9
2020-12-10,10994.98,11121.48,10599.94,10857.8,6397.9
2020-12-11,10920.4,11154.12,10665.94,10828.1,6397.9
2020-12-12,10920.4,11154.12,10665.94,10828.1,6397.9
2020-12-13,10920.4,11154.12,10665.94,10828.1,6397.9
2020-12-14,10917.62,10967.02,10604.54,10662.6,6397.9
2020-12-15,10517.14,10725.96,10310.12,10646.0,6397.9
2020-12-16,10751.72,10935.58,10598.46,10782.68,6397.9
2020-12-17,10841.34,10868.04,10565.22,10633.62,6397.9
2020-12-18,10592.12,10772.52,10301.74,10672.46,6397.9
2020-12-19,10592.12,10772.52,10301.74,10672.46,6397.9
2020-12-20,10592.12,10772.52,10301.74,10672.46,6397.9
2020-12-21,10517.04,10608.2,9759.3,9880.82,6397.9
2020-12-22,9783.62,10024.84,9390.92,9790.32,6397.9
2020-12-23,9784.82,10095.2,9644.86,10006.74,6397.9
2020-12-24,10161.16,10393.7,10002.86,10185.64,6397.9
2020-12-25,10161.16,10393.7,10002.86,10185.64,6397.9
2020-12-26,10161.16,10393.7,10002.86,10185.64,6397.9
2020-12-27,10161.16,10393.7,10002.86,10185.64,6397.9
2020-12-28,10369.96,10746.46,10293.36,10622.7,6397.9
2020-12-29,10696.96,10784.36,10405.92,10533.38,6397.9
2020-12-30,10531.58,10631.94,10343.56,10536.94,6397.9
2020-12-31,10531.58,10631.94,10343.56,10536.94,6397.9
2021-01-01,10633.24,10882.0,10594.24,10782.5,6397.9
2021-01-02,10633.24,10882.0,10594.24,10782.5,6397.9
2021-01-03,10633.24,10882.0,10594.24,10782.5,6397.9
2021-01-04,11081.08,11185.94,10845.22,11015.28,6397.9
2021-01-05,10843.06,11162.2,10721.34,11081.04,6397.9
2021-01-06,11165.9,11336.92,10912.38,11140.26,6397.9
2021-01-07,11248.42,11417.84,11112.1,11200.36,6397.9
2021-01-08,11313.88,11443.24,11150.72,11239.62,6397.9
2021-01-09,11313.88,11443.24,11150.72,11239.62,6397.9
2021-01-10,11313.88,11443.24,11150.72,11239.62,6397.9
2021-01-11,11361.68,12267.74,11207.98,11952.96,6397.9
2021-01-12,12143.3,13219.46,11985.98,12635.22,6397.9
2021-01-13,12847.5,13109.94,12470.62,12773.1,6397.9
2021-01-14,12800.6,13110.04,12591.92,12880.46,6397.9
2021-01-15,12906.72,13660.18,12662.6,13420.56,6397.9
2021-01-16,12906.72,13660.18,12662.6,13420.56,6397.9
2021-01-17,12906.72,13660.18,12662.6,13420.56,6397.9
2021-01-18,13542.62,13585.72,12653.24,12891.12,6397.9
2021-01-19,13125.9,13550.92,13065.2,13401.2,6397.9
2021-01-20,13461.46,14090.16,13320.3,13929.2,6397.9
2021-01-21,14147.28,14799.9,13939.18,14331.24,6397.9
2021-01-22,14534.48,14944.94,13765.42,14205.74,6397.9
2021-01-23,14534.48,14944.94,13765.42,14205.74,6397.9
2021-01-24,14534.48,14944.94,13765.42,14205.74,6397.9
2021-01-25,14540.98,14649.9,13577.16,13685.62,6397.9
2021-01-26,14540.98,14649.9,13577.16,13685.62,6397.9
2021-01-27,13514.6,13543.2,13074.04,13168.6,6397.9
2021-01-28,12817.26,13353.64,12715.1,13027.5,6397.9
2021-01-29,13260.84,13615.92,12753.06,12978.42,6397.9
2021-01-30,13260.84,13615.92,12753.06,12978.42,6397.9
2021-01-31,13260.84,13615.92,12753.06,12978.42,6397.9
2021-02-01,13258.32,13860.94,12653.18,13750.48,6397.9
2021-02-02,14266.96,15531.28,14050.94,15229.14,6397.9
2021-02-03,15836.24,16052.86,15293.86,15577.94,6397.9
2021-02-04,15518.28,15834.32,15238.54,15461.36,6397.9
2021-02-05,15634.12,15864.24,15045.28,15199.2,6397.9
2021-02-06,15634.12,15864.24,15045.28,15199.2,6397.9
2021-02-07,15634.12,15864.24,15045.28,15199.2,6397.9
2021-02-08,21485.9,22465.46,21261.16,22078.66,12877.9
2021-02-09,22380.19,22595.14,21517.96,21744.53,13124.06
2021-02-10,21835.07,22244.36,21418.27,21910.72,13124.06
2021-02-11,21870.91,22214.04,21635.68,21823.72,13124.06
2021-02-12,21888.31,22098.98,21495.12,21759.95,13124.06
2021-02-13,21888.31,22098.98,21495.12,21759.95,13124.06
2021-02-14,21888.31,22098.98,21495.12,21759.95,13124.06
2021-02-15,21952.87,22322.52,21570.03,21959.63,13124.06
2021-02-16,22105.88,22476.2,21664.29,22010.44,13124.06
2021-02-17,21978.64,22474.28,21791.71,22149.83,13124.06
2021-02-18,22255.77,22594.81,21714.21,22149.17,13124.06
2021-02-19,22117.89,22317.81,20954.07,21476.06,13124.06
2021-02-20,22117.89,22317.81,20954.07,21476.06,13124.06
2021-02-21,22117.89,22317.81,20954.07,21476.06,13124.06
2021-02-22,24411.68,24652.78,23706.13,23937.67,16094.06
2021-02-23,24148.64,25192.38,24019.98,24810.88,16094.06
2021-02-24,24979.11,25464.79,24585.45,25066.03,16094.06
2021-02-25,25299.57,25968.01,25141.37,25670.94,16094.06
2021-02-26,25120.03,25684.65,24735.38,25127.54,16094.06
2021-02-27,25120.03,25684.65,24735.38,25127.54,16094.06
2021-02-28,25120.03,25684.65,24735.38,25127.54,16094.06
2021-03-01,25574.74,26078.5,25122.19,25651.11,16094.06
2021-03-02,26007.1,26698.18,25576.83,26517.24,16094.06
2021-03-03,27085.54,27569.16,26743.28,27177.49,16094.06
2021-03-04,26669.85,28043.04,26447.05,27299.8,30515.06
2021-03-05,37047.06,37754.83,34638.63,35368.97,22991.06
2021-03-06,37047.06,37754.83,34638.63,35368.97,22991.06
2021-03-07,37047.06,37754.83,34638.63,35368.97,22991.06
2021-03-08,35957.7,36450.47,34379.7,34704.54,22991.06
2021-03-09,26759.12,26979.5,25575.05,26052.77,16094.06
2021-03-10,26441.47,26667.15,25965.62,26311.84,16094.06
2021-03-11,26441.47,26667.15,25965.62,26311.84,16094.06
2021-03-12,26556.0,27275.16,25962.97,26733.85,16094.06
2021-03-13,26556.0,27275.16,25962.97,26733.85,16094.06
2021-03-14,26556.0,27275.16,25962.97,26733.85,16094.06
2021-03-15,26864.58,26906.44,25819.06,26539.25,16094.06
2021-03-16,26683.52,26802.84,26101.99,26347.88,16094.06
2021-03-17,26281.7,26478.96,24927.31,25104.5,16094.06
2021-03-18,25464.79,25885.32,24044.58,24817.36,16094.06
2021-03-19,24624.84,25438.01,23663.32,25269.19,16094.06
2021-03-20,24624.84,25438.01,23663.32,25269.19,16094.06
2021-03-21,24624.84,25438.01,23663.32,25269.19,16094.06
2021-03-22,25280.77,25534.83,24841.95,25117.65,16094.06
2021-03-23,25237.16,25654.46,25047.66,25283.34,16094.06
2021-03-24,24999.01,25345.42,24294.78,24396.37,16094.06
2021-03-25,24437.56,24489.73,23297.66,23659.85,16094.06
2021-03-26,24131.23,24912.86,23949.52,24520.62,16094.06
2021-03-27,24131.23,24912.86,23949.52,24520.62,16094.06
2021-03-28,24131.23,24912.86,23949.52,24520.62,16094.06
2021-03-29,24131.23,24912.86,23949.52,24520.62,16094.06
2021-03-30,24918.36,25373.26,24306.75,24908.51,16094.06
2021-03-31,24978.04,25587.05,24692.39,24944.51,16094.06
2021-04-01,25182.09,25621.91,24960.71,25443.45,16094.06
2021-04-02,25182.09,25621.91,24960.71,25443.45,16094.06
2021-04-03,25182.09,25621.91,24960.71,25443.45,16094.06
2021-04-04,25182.09,25621.91,24960.71,25443.45,16094.06
2021-04-05,25435.5,25687.97,24432.48,25081.65,16094.06
2021-04-06,25176.99,25882.32,24945.18,25339.27,16094.06
2021-04-07,25286.5,25602.45,25090.75,25336.79,16094.06
2021-04-08,25417.15,26021.72,25297.62,25559.87,16094.06
2021-04-09,25577.48,26141.66,25282.41,25614.54,16094.06
2021-04-10,25577.48,26141.66,25282.41,25614.54,16094.06
2021-04-11,25577.48,26141.66,25282.41,25614.54,16094.06
2021-04-12,43813.58,43850.46,40461.95,41034.86,35237.61
2021-04-13,41161.99,42716.94,40205.06,42249.7,35237.61
2021-04-14,41161.99,42716.94,40205.06,42249.7,35237.61
2021-04-15,41661.75,42424.88,40942.59,41814.23,35237.61
2021-04-16,41845.79,43018.75,41464.23,42456.66,35237.61
2021-04-17,41845.79,43018.75,41464.23,42456.66,35237.61
2021-04-18,41845.79,43018.75,41464.23,42456.66,35237.61
2021-04-19,40866.67,42008.18,40537.02,41532.87,35237.61
2021-04-20,42274.29,42349.94,40755.15,41221.28,35237.61
2021-04-21,42274.29,42349.94,40755.15,41221.28,35237.61
2021-04-22,41048.07,41795.95,40655.91,41084.45,35237.61
2021-04-23,40791.57,41710.28,40575.15,41059.43,35237.61
2021-04-24,40791.57,41710.28,40575.15,41059.43,35237.61
2021-04-25,40791.57,41710.28,40575.15,41059.43,35237.61
2021-04-26,41258.6,41705.02,40990.93,41303.19,35237.61
2021-04-27,41411.49,42218.22,41255.88,42014.13,35237.61
2021-04-28,42284.88,42771.64,42031.98,42352.13,35237.61
2021-04-29,42742.53,43002.21,41872.38,42006.58,35237.61
2021-04-30,41622.33,42559.85,41186.7,41629.44,35237.61
2021-05-01,41622.33,42559.85,41186.7,41629.44,35237.61
2021-05-02,41622.33,42559.85,41186.7,41629.44,35237.61
2021-05-03,40898.8,41819.72,40438.11,41562.94,35237.61
2021-05-04,41883.99,42534.18,41045.96,41365.96,35237.61
2021-05-05,41885.13,42015.28,41196.17,41682.78,35237.61
2021-05-06,41787.74,42784.77,41443.98,42427.86,35237.61
2021-05-07,42684.19,42941.25,42159.99,42396.53,35237.61
2021-05-08,42684.19,42941.25,42159.99,42396.53,35237.61
2021-05-09,42684.19,42941.25,42159.99,42396.53,35237.61
2021-05-10,47357.16,48829.72,47022.16,48462.54,40347.61
2021-05-11,47940.77,49046.32,47490.27,48399.31,40347.61
2021-05-12,48659.74,50034.57,47863.15,48885.64,40347.61
2021-05-13,48659.74,50034.57,47863.15,48885.64,40347.61
2021-05-14,49139.52,49390.74,47080.43,47339.07,40347.61
2021-05-15,49139.52,49390.74,47080.43,47339.07,40347.61
2021-05-16,49139.52,49390.74,47080.43,47339.07,40347.61
2021-05-17,47734.65,48851.65,47372.75,48503.55,40347.61
2021-05-18,49139.63,50120.5,48728.11,49433.77,40347.61
2021-05-19,48221.84,49266.0,47928.3,48206.53,40347.61
2021-05-20,48540.22,48668.02,47441.81,47716.4,40347.61
2021-05-21,48237.75,48983.37,47812.11,48613.49,40347.61
2021-05-22,48237.75,48983.37,47812.11,48613.49,40347.61
2021-05-23,48237.75,48983.37,47812.11,48613.49,40347.61
2021-05-24,49051.46,49578.32,48391.47,49006.02,40347.61
2021-05-25,49478.79,49878.05,48971.79,49274.28,40347.61
2021-05-26,49474.18,50070.01,49010.4,49410.19,40347.61
2021-05-27,49577.23,50444.48,49259.28,49879.73,40347.61
2021-05-28,50368.69,50636.08,49465.52,49779.74,40347.61
2021-05-29,50368.69,50636.08,49465.52,49779.74,40347.61
2021-05-30,50368.69,50636.08,49465.52,49779.74,40347.61
2021-05-31,49873.52,50227.21,49088.55,49975.94,40347.61
2021-06-01,50087.42,50619.3,49431.47,49759.69,40347.61
2021-06-02,49554.21,50768.01,49359.93,50502.49,40347.61
2021-06-03,50979.48,51402.58,50487.51,50921.84,40347.61
2021-06-04,45051.91,45860.37,44618.8,45512.16,35153.97
2021-06-05,45051.91,45860.37,44618.8,45512.16,35153.97
2021-06-06,45051.91,45860.37,44618.8,45512.16,35153.97
2021-06-07,45960.45,47470.77,45736.06,46889.92,35153.97
2021-06-08,47127.89,48494.79,46389.24,47805.86,35153.97
2021-06-09,48417.2,49934.25,46980.09,47898.06,35153.97
2021-06-10,48449.72,49042.32,47927.98,48492.5,35153.97
2021-06-11,48785.8,49390.2,48087.57,48771.2,35153.97
2021-06-12,48785.8,49390.2,48087.57,48771.2,35153.97
2021-06-13,48785.8,49390.2,48087.57,48771.2,35153.97
2021-06-14,35843.4,36311.4,34254.75,35861.25,21967.9
2021-06-15,54280.49,55002.35,53631.42,53928.88,41227.9
2021-06-16,53781.11,54839.71,53092.11,53836.03,41227.9
2021-06-17,53616.83,54478.36,52731.98,53320.37,41227.9
2021-06-18,53529.26,53676.36,50888.28,52361.0,41227.9
2021-06-19,53529.26,53676.36,50888.28,52361.0,41227.9
2021-06-20,53529.26,53676.36,50888.28,52361.0,41227.9
2021-06-21,51314.42,52660.22,50923.02,52411.15,41227.9
2021-06-22,52818.67,53611.47,52281.63,52535.22,41227.9
2021-06-23,52868.27,53272.08,51988.3,52161.38,41227.9
2021-06-24,52200.96,52513.1,51494.96,51715.84,41227.9
2021-06-25,51990.97,53001.57,51903.54,52468.66,41227.9
2021-06-26,51990.97,53001.57,51903.54,52468.66,41227.9
2021-06-27,51990.97,53001.57,51903.54,52468.66,41227.9
2021-06-28,52761.36,53418.91,52355.11,52968.76,41227.9
2021-06-29,53081.31,53642.93,52347.68,52824.08,41227.9
2021-06-30,52965.37,53416.38,52468.23,52674.12,41227.9
